# S1,S2,S3,S4,Weight
1.410000000000000000e+02,1.830000000000000000e+02,1.840000000000000000e+02,1.970000000000000000e+02,-1.741397834296508906e-01
1.560000000000000000e+02,1.840000000000000000e+02,1.970000000000000000e+02,1.980000000000000000e+02,-4.375277881466126395e-01
1.410000000000000000e+02,1.420000000000000000e+02,1.560000000000000000e+02,1.840000000000000000e+02,2.389892436824712918e-02
1.410000000000000000e+02,1.550000000000000000e+02,1.560000000000000000e+02,1.970000000000000000e+02,2.389892436824712918e-02
1.410000000000000000e+02,1.560000000000000000e+02,1.840000000000000000e+02,1.970000000000000000e+02,-1.321606699458604262e-01
1.420000000000000000e+02,1.430000000000000000e+02,1.560000000000000000e+02,1.840000000000000000e+02,-1.741397834296508906e-01
1.430000000000000000e+02,1.560000000000000000e+02,1.570000000000000000e+02,1.990000000000000000e+02,-5.148201716564172470e-01
1.560000000000000000e+02,1.840000000000000000e+02,1.980000000000000000e+02,1.990000000000000000e+02,-5.864718912196698053e-01
1.430000000000000000e+02,1.840000000000000000e+02,1.850000000000000000e+02,1.990000000000000000e+02,-6.523488540745348008e-01
1.430000000000000000e+02,1.560000000000000000e+02,1.840000000000000000e+02,1.990000000000000000e+02,-4.816887853328468139e-01
1.430000000000000000e+02,1.850000000000000000e+02,1.860000000000000000e+02,1.990000000000000000e+02,-8.147542640396492342e-01
1.580000000000000000e+02,1.860000000000000000e+02,1.990000000000000000e+02,2.000000000000000000e+02,-9.702034098656732164e-01
1.430000000000000000e+02,1.440000000000000000e+02,1.580000000000000000e+02,1.860000000000000000e+02,-8.147542640396492342e-01
1.430000000000000000e+02,1.570000000000000000e+02,1.580000000000000000e+02,1.990000000000000000e+02,-7.123707036733674114e-01
1.430000000000000000e+02,1.580000000000000000e+02,1.860000000000000000e+02,1.990000000000000000e+02,-8.393245342711228574e-01
1.440000000000000000e+02,1.450000000000000000e+02,1.580000000000000000e+02,1.860000000000000000e+02,-9.501945480444122794e-01
1.450000000000000000e+02,1.580000000000000000e+02,1.590000000000000000e+02,2.010000000000000000e+02,-9.949946980158765886e-01
1.580000000000000000e+02,1.860000000000000000e+02,2.000000000000000000e+02,2.010000000000000000e+02,-9.994510786023323989e-01
1.450000000000000000e+02,1.860000000000000000e+02,1.870000000000000000e+02,2.010000000000000000e+02,-9.733706097046227468e-01
1.450000000000000000e+02,1.580000000000000000e+02,1.860000000000000000e+02,2.010000000000000000e+02,-9.999937290065045170e-01
1.450000000000000000e+02,1.870000000000000000e+02,1.880000000000000000e+02,2.010000000000000000e+02,-8.551341385665500727e-01
1.600000000000000000e+02,1.880000000000000000e+02,2.010000000000000000e+02,2.020000000000000000e+02,-5.775581895979642333e-01
1.450000000000000000e+02,1.460000000000000000e+02,1.600000000000000000e+02,1.880000000000000000e+02,-7.867051594697478389e-01
1.450000000000000000e+02,1.590000000000000000e+02,1.600000000000000000e+02,2.010000000000000000e+02,-9.123493655246016631e-01
1.450000000000000000e+02,1.600000000000000000e+02,1.880000000000000000e+02,2.010000000000000000e+02,-8.025456459380971852e-01
1.460000000000000000e+02,1.470000000000000000e+02,1.600000000000000000e+02,1.880000000000000000e+02,-5.308049629801357971e-01
1.470000000000000000e+02,1.600000000000000000e+02,1.610000000000000000e+02,2.030000000000000000e+02,-1.281588390030918290e-01
1.600000000000000000e+02,1.880000000000000000e+02,2.020000000000000000e+02,2.030000000000000000e+02,-2.826153962601189451e-01
1.470000000000000000e+02,1.880000000000000000e+02,1.890000000000000000e+02,2.030000000000000000e+02,-2.538744039565476313e-02
1.470000000000000000e+02,1.600000000000000000e+02,1.880000000000000000e+02,2.030000000000000000e+02,-2.537717163322859570e-01
1.470000000000000000e+02,1.890000000000000000e+02,1.900000000000000000e+02,2.030000000000000000e+02,3.172919556362534532e-01
1.620000000000000000e+02,1.900000000000000000e+02,2.030000000000000000e+02,2.040000000000000000e+02,6.782129189271464131e-01
1.470000000000000000e+02,1.480000000000000000e+02,1.620000000000000000e+02,1.900000000000000000e+02,4.915536120587510327e-01
1.470000000000000000e+02,1.610000000000000000e+02,1.620000000000000000e+02,2.030000000000000000e+02,2.233702608669856926e-01
1.470000000000000000e+02,1.620000000000000000e+02,1.900000000000000000e+02,2.030000000000000000e+02,4.312305641364837516e-01
1.480000000000000000e+02,1.490000000000000000e+02,1.620000000000000000e+02,1.900000000000000000e+02,7.711290328295561380e-01
1.490000000000000000e+02,1.620000000000000000e+02,1.630000000000000000e+02,2.050000000000000000e+02,9.672549954864266830e-01
1.620000000000000000e+02,1.900000000000000000e+02,2.040000000000000000e+02,2.050000000000000000e+02,8.914705992823032110e-01
1.490000000000000000e+02,1.900000000000000000e+02,1.910000000000000000e+02,2.050000000000000000e+02,9.851010225226771722e-01
1.490000000000000000e+02,1.620000000000000000e+02,1.900000000000000000e+02,2.050000000000000000e+02,9.199641793997944683e-01
1.490000000000000000e+02,1.910000000000000000e+02,1.920000000000000000e+02,2.050000000000000000e+02,9.813606333372475454e-01
1.640000000000000000e+02,1.920000000000000000e+02,2.050000000000000000e+02,2.060000000000000000e+02,8.141651380231094137e-01
1.490000000000000000e+02,1.500000000000000000e+02,1.640000000000000000e+02,1.920000000000000000e+02,9.095775415271070141e-01
1.490000000000000000e+02,1.630000000000000000e+02,1.640000000000000000e+02,2.050000000000000000e+02,9.935712127271305594e-01
1.490000000000000000e+02,1.640000000000000000e+02,1.920000000000000000e+02,2.050000000000000000e+02,9.447995124272898781e-01
1.500000000000000000e+02,1.510000000000000000e+02,1.640000000000000000e+02,1.920000000000000000e+02,6.921934864921442943e-01
1.510000000000000000e+02,1.640000000000000000e+02,1.650000000000000000e+02,2.070000000000000000e+02,3.258622569616305698e-01
1.640000000000000000e+02,1.920000000000000000e+02,2.060000000000000000e+02,2.070000000000000000e+02,5.494464450015317247e-01
1.510000000000000000e+02,1.920000000000000000e+02,1.930000000000000000e+02,2.070000000000000000e+02,2.588283390414363727e-01
1.510000000000000000e+02,1.640000000000000000e+02,1.920000000000000000e+02,2.070000000000000000e+02,4.701447697521529134e-01
1.510000000000000000e+02,1.930000000000000000e+02,1.940000000000000000e+02,2.070000000000000000e+02,-1.143632825177604423e-01
1.660000000000000000e+02,1.940000000000000000e+02,2.070000000000000000e+02,2.080000000000000000e+02,-5.151340519208049695e-01
1.510000000000000000e+02,1.520000000000000000e+02,1.660000000000000000e+02,1.940000000000000000e+02,-3.702729350015161458e-01
1.510000000000000000e+02,1.650000000000000000e+02,1.660000000000000000e+02,2.070000000000000000e+02,-4.726860827076186100e-02
1.510000000000000000e+02,1.660000000000000000e+02,1.940000000000000000e+02,2.070000000000000000e+02,-2.633133841710965650e-01
1.520000000000000000e+02,1.530000000000000000e+02,1.660000000000000000e+02,1.940000000000000000e+02,-6.914184151439567438e-01
1.530000000000000000e+02,1.660000000000000000e+02,1.670000000000000000e+02,2.090000000000000000e+02,-9.298751072405408991e-01
1.660000000000000000e+02,1.940000000000000000e+02,2.080000000000000000e+02,2.090000000000000000e+02,-7.951788500119545411e-01
1.530000000000000000e+02,1.940000000000000000e+02,1.950000000000000000e+02,2.090000000000000000e+02,-9.502922859635731800e-01
1.530000000000000000e+02,1.660000000000000000e+02,1.940000000000000000e+02,2.090000000000000000e+02,-8.567473925092597975e-01
1.680000000000000000e+02,1.690000000000000000e+02,1.820000000000000000e+02,2.100000000000000000e+02,-2.668777034450821595e-01
1.690000000000000000e+02,1.820000000000000000e+02,1.830000000000000000e+02,2.250000000000000000e+02,-3.547909295230998183e-01
1.820000000000000000e+02,2.100000000000000000e+02,2.240000000000000000e+02,2.250000000000000000e+02,-6.523488540745348008e-01
1.690000000000000000e+02,2.100000000000000000e+02,2.110000000000000000e+02,2.250000000000000000e+02,-6.523488540745348008e-01
1.690000000000000000e+02,1.820000000000000000e+02,2.100000000000000000e+02,2.250000000000000000e+02,-4.816887853328468139e-01
1.690000000000000000e+02,2.110000000000000000e+02,2.120000000000000000e+02,2.250000000000000000e+02,-7.123707036733670783e-01
1.840000000000000000e+02,2.120000000000000000e+02,2.250000000000000000e+02,2.260000000000000000e+02,-8.147542640396492342e-01
1.690000000000000000e+02,1.700000000000000000e+02,1.840000000000000000e+02,2.120000000000000000e+02,-5.148201716564164698e-01
1.690000000000000000e+02,1.830000000000000000e+02,1.840000000000000000e+02,2.250000000000000000e+02,-4.375277881466126395e-01
1.690000000000000000e+02,1.840000000000000000e+02,2.120000000000000000e+02,2.250000000000000000e+02,-6.242445462312156135e-01
1.700000000000000000e+02,1.710000000000000000e+02,1.840000000000000000e+02,2.120000000000000000e+02,-6.523488540745348008e-01
1.710000000000000000e+02,1.840000000000000000e+02,1.850000000000000000e+02,2.270000000000000000e+02,-8.147542640396492342e-01
1.840000000000000000e+02,2.120000000000000000e+02,2.260000000000000000e+02,2.270000000000000000e+02,-8.938050343118084662e-01
1.710000000000000000e+02,2.120000000000000000e+02,2.130000000000000000e+02,2.270000000000000000e+02,-9.501945480444122794e-01
1.710000000000000000e+02,1.840000000000000000e+02,2.120000000000000000e+02,2.270000000000000000e+02,-8.393245342711228574e-01
1.710000000000000000e+02,2.130000000000000000e+02,2.140000000000000000e+02,2.270000000000000000e+02,-9.946278131333480266e-01
1.860000000000000000e+02,2.140000000000000000e+02,2.270000000000000000e+02,2.280000000000000000e+02,-9.862312296810747947e-01
1.710000000000000000e+02,1.720000000000000000e+02,1.860000000000000000e+02,2.140000000000000000e+02,-9.849578031188704896e-01
1.710000000000000000e+02,1.850000000000000000e+02,1.860000000000000000e+02,2.270000000000000000e+02,-9.247750151321648682e-01
1.710000000000000000e+02,1.860000000000000000e+02,2.140000000000000000e+02,2.270000000000000000e+02,-9.910113990982621912e-01
1.720000000000000000e+02,1.730000000000000000e+02,1.860000000000000000e+02,2.140000000000000000e+02,-9.949946980158765886e-01
1.730000000000000000e+02,1.860000000000000000e+02,1.870000000000000000e+02,2.290000000000000000e+02,-9.123493655246016631e-01
1.860000000000000000e+02,2.140000000000000000e+02,2.280000000000000000e+02,2.290000000000000000e+02,-9.123493655246016631e-01
1.730000000000000000e+02,2.140000000000000000e+02,2.150000000000000000e+02,2.290000000000000000e+02,-7.867051594697478389e-01
1.730000000000000000e+02,1.860000000000000000e+02,2.140000000000000000e+02,2.290000000000000000e+02,-9.232007083702907790e-01
1.730000000000000000e+02,2.150000000000000000e+02,2.160000000000000000e+02,2.290000000000000000e+02,-5.775581895979642333e-01
1.880000000000000000e+02,2.160000000000000000e+02,2.290000000000000000e+02,2.300000000000000000e+02,-2.826153962601197778e-01
1.730000000000000000e+02,1.740000000000000000e+02,1.880000000000000000e+02,2.160000000000000000e+02,-5.308049629801357971e-01
1.730000000000000000e+02,1.870000000000000000e+02,1.880000000000000000e+02,2.290000000000000000e+02,-7.488163766631502627e-01
1.730000000000000000e+02,1.880000000000000000e+02,2.160000000000000000e+02,2.290000000000000000e+02,-5.514175911504297645e-01
1.740000000000000000e+02,1.750000000000000000e+02,1.880000000000000000e+02,2.160000000000000000e+02,-2.312788064838247060e-01
1.750000000000000000e+02,1.880000000000000000e+02,1.890000000000000000e+02,2.310000000000000000e+02,1.258482534172318812e-01
1.880000000000000000e+02,2.160000000000000000e+02,2.300000000000000000e+02,2.310000000000000000e+02,2.553603494578997671e-02
1.750000000000000000e+02,2.160000000000000000e+02,2.170000000000000000e+02,2.310000000000000000e+02,3.172919556362534532e-01
1.750000000000000000e+02,1.880000000000000000e+02,2.160000000000000000e+02,2.310000000000000000e+02,5.398025027274290510e-02
1.750000000000000000e+02,2.170000000000000000e+02,2.180000000000000000e+02,2.310000000000000000e+02,6.081061510845249263e-01
1.900000000000000000e+02,2.180000000000000000e+02,2.310000000000000000e+02,2.320000000000000000e+02,8.486295766040449218e-01
1.750000000000000000e+02,1.760000000000000000e+02,1.900000000000000000e+02,2.180000000000000000e+02,7.108530811750151113e-01
1.750000000000000000e+02,1.890000000000000000e+02,1.900000000000000000e+02,2.310000000000000000e+02,4.498786922507000408e-01
1.750000000000000000e+02,1.900000000000000000e+02,2.180000000000000000e+02,2.310000000000000000e+02,6.634204830117972351e-01
1.760000000000000000e+02,1.770000000000000000e+02,1.900000000000000000e+02,2.180000000000000000e+02,9.102107031892536781e-01
1.770000000000000000e+02,1.900000000000000000e+02,1.910000000000000000e+02,2.330000000000000000e+02,9.988068262933038621e-01
1.900000000000000000e+02,2.180000000000000000e+02,2.320000000000000000e+02,2.330000000000000000e+02,9.770595398715065105e-01
1.770000000000000000e+02,2.180000000000000000e+02,2.190000000000000000e+02,2.330000000000000000e+02,9.935712127271305594e-01
1.770000000000000000e+02,1.900000000000000000e+02,2.180000000000000000e+02,2.330000000000000000e+02,9.888549774364409073e-01
1.770000000000000000e+02,2.190000000000000000e+02,2.200000000000000000e+02,2.330000000000000000e+02,8.928887184572587010e-01
1.920000000000000000e+02,2.200000000000000000e+02,2.330000000000000000e+02,2.340000000000000000e+02,6.651181278882818404e-01
1.770000000000000000e+02,1.780000000000000000e+02,1.920000000000000000e+02,2.200000000000000000e+02,7.917134968645126447e-01
1.770000000000000000e+02,1.910000000000000000e+02,1.920000000000000000e+02,2.330000000000000000e+02,9.517827282638146036e-01
1.770000000000000000e+02,1.920000000000000000e+02,2.200000000000000000e+02,2.330000000000000000e+02,8.445648068000479736e-01
1.780000000000000000e+02,1.790000000000000000e+02,1.920000000000000000e+02,2.200000000000000000e+02,5.189215069118204848e-01
1.790000000000000000e+02,1.920000000000000000e+02,1.930000000000000000e+02,2.350000000000000000e+02,1.569797019576284758e-01
1.920000000000000000e+02,2.200000000000000000e+02,2.340000000000000000e+02,2.350000000000000000e+02,3.589889984860029637e-01
1.790000000000000000e+02,2.200000000000000000e+02,2.210000000000000000e+02,2.350000000000000000e+02,2.052216357297991303e-02
1.790000000000000000e+02,1.920000000000000000e+02,2.200000000000000000e+02,2.350000000000000000e+02,2.735680643956832636e-01
1.790000000000000000e+02,2.210000000000000000e+02,2.220000000000000000e+02,2.350000000000000000e+02,-3.397102782441927538e-01
1.940000000000000000e+02,2.220000000000000000e+02,2.350000000000000000e+02,2.360000000000000000e+02,-6.683535758588354803e-01
1.790000000000000000e+02,1.800000000000000000e+02,1.940000000000000000e+02,2.220000000000000000e+02,-5.423417128429154355e-01
1.790000000000000000e+02,1.930000000000000000e+02,1.940000000000000000e+02,2.350000000000000000e+02,-2.130778734319568046e-01
1.790000000000000000e+02,1.940000000000000000e+02,2.220000000000000000e+02,2.350000000000000000e+02,-4.462653461803862132e-01
1.800000000000000000e+02,1.810000000000000000e+02,1.940000000000000000e+02,2.220000000000000000e+02,-8.135271256737401924e-01
1.810000000000000000e+02,1.940000000000000000e+02,1.950000000000000000e+02,2.370000000000000000e+02,-9.743230323307577878e-01
1.940000000000000000e+02,2.220000000000000000e+02,2.360000000000000000e+02,2.370000000000000000e+02,-8.926902639771679970e-01
1.810000000000000000e+02,2.220000000000000000e+02,2.230000000000000000e+02,2.370000000000000000e+02,-9.940778646944055108e-01
1.810000000000000000e+02,1.940000000000000000e+02,2.220000000000000000e+02,2.370000000000000000e+02,-9.359723131033358401e-01
1.820000000000000000e+02,2.240000000000000000e+02,2.250000000000000000e+02,2.380000000000000000e+02,-7.123707036733670783e-01
1.970000000000000000e+02,2.250000000000000000e+02,2.380000000000000000e+02,2.390000000000000000e+02,-8.147542640396492342e-01
1.820000000000000000e+02,1.830000000000000000e+02,1.970000000000000000e+02,2.250000000000000000e+02,-4.375277881466126395e-01
1.820000000000000000e+02,1.960000000000000000e+02,1.970000000000000000e+02,2.380000000000000000e+02,-5.148201716564164698e-01
1.820000000000000000e+02,1.970000000000000000e+02,2.250000000000000000e+02,2.380000000000000000e+02,-6.242445462312156135e-01
1.830000000000000000e+02,1.840000000000000000e+02,1.970000000000000000e+02,2.250000000000000000e+02,-5.148201716564168029e-01
1.840000000000000000e+02,1.970000000000000000e+02,1.980000000000000000e+02,2.400000000000000000e+02,-7.123707036733670783e-01
1.970000000000000000e+02,2.250000000000000000e+02,2.390000000000000000e+02,2.400000000000000000e+02,-8.571641129380783708e-01
1.840000000000000000e+02,2.250000000000000000e+02,2.260000000000000000e+02,2.400000000000000000e+02,-8.571641129380783708e-01
1.840000000000000000e+02,1.970000000000000000e+02,2.250000000000000000e+02,2.400000000000000000e+02,-7.435455373944550583e-01
1.840000000000000000e+02,2.260000000000000000e+02,2.270000000000000000e+02,2.400000000000000000e+02,-9.247750151321648682e-01
1.990000000000000000e+02,2.270000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02,-9.946278131333480266e-01
1.840000000000000000e+02,1.850000000000000000e+02,1.990000000000000000e+02,2.270000000000000000e+02,-8.571641129380783708e-01
1.840000000000000000e+02,1.980000000000000000e+02,1.990000000000000000e+02,2.400000000000000000e+02,-8.147542640396492342e-01
1.840000000000000000e+02,1.990000000000000000e+02,2.270000000000000000e+02,2.400000000000000000e+02,-9.119161964792243946e-01
1.850000000000000000e+02,1.860000000000000000e+02,1.990000000000000000e+02,2.270000000000000000e+02,-9.501945480444122794e-01
1.860000000000000000e+02,1.990000000000000000e+02,2.000000000000000000e+02,2.420000000000000000e+02,-9.994510786023323989e-01
1.990000000000000000e+02,2.270000000000000000e+02,2.410000000000000000e+02,2.420000000000000000e+02,-9.949946980158765886e-01
1.860000000000000000e+02,2.270000000000000000e+02,2.280000000000000000e+02,2.420000000000000000e+02,-9.733706097046227468e-01
1.860000000000000000e+02,1.990000000000000000e+02,2.270000000000000000e+02,2.420000000000000000e+02,-9.999937290065045170e-01
1.860000000000000000e+02,2.280000000000000000e+02,2.290000000000000000e+02,2.420000000000000000e+02,-8.852507661210228251e-01
2.010000000000000000e+02,2.290000000000000000e+02,2.420000000000000000e+02,2.430000000000000000e+02,-6.667265167425791006e-01
1.860000000000000000e+02,1.870000000000000000e+02,2.010000000000000000e+02,2.290000000000000000e+02,-8.852507661210228251e-01
1.860000000000000000e+02,2.000000000000000000e+02,2.010000000000000000e+02,2.420000000000000000e+02,-9.566261774516161553e-01
1.860000000000000000e+02,2.010000000000000000e+02,2.290000000000000000e+02,2.420000000000000000e+02,-8.686676984299137594e-01
1.870000000000000000e+02,1.880000000000000000e+02,2.010000000000000000e+02,2.290000000000000000e+02,-7.087555782404149074e-01
1.880000000000000000e+02,2.010000000000000000e+02,2.020000000000000000e+02,2.440000000000000000e+02,-3.840812665008406235e-01
2.010000000000000000e+02,2.290000000000000000e+02,2.430000000000000000e+02,2.440000000000000000e+02,-4.338886929449125018e-01
1.880000000000000000e+02,2.290000000000000000e+02,2.300000000000000000e+02,2.440000000000000000e+02,-2.312788064838247060e-01
1.880000000000000000e+02,2.010000000000000000e+02,2.290000000000000000e+02,2.440000000000000000e+02,-4.554251350870374693e-01
1.880000000000000000e+02,2.300000000000000000e+02,2.310000000000000000e+02,2.440000000000000000e+02,7.598661638009605868e-02
2.030000000000000000e+02,2.310000000000000000e+02,2.440000000000000000e+02,2.450000000000000000e+02,4.498786922507000408e-01
1.880000000000000000e+02,1.890000000000000000e+02,2.030000000000000000e+02,2.310000000000000000e+02,1.750108592265911811e-01
1.880000000000000000e+02,2.020000000000000000e+02,2.030000000000000000e+02,2.440000000000000000e+02,-7.666175770764423192e-02
1.880000000000000000e+02,2.030000000000000000e+02,2.310000000000000000e+02,2.440000000000000000e+02,1.535950444533622228e-01
1.890000000000000000e+02,1.900000000000000000e+02,2.030000000000000000e+02,2.310000000000000000e+02,4.915536120587510327e-01
1.900000000000000000e+02,2.030000000000000000e+02,2.040000000000000000e+02,2.460000000000000000e+02,7.987069432574860350e-01
2.030000000000000000e+02,2.310000000000000000e+02,2.450000000000000000e+02,2.460000000000000000e+02,7.108530811750145562e-01
1.900000000000000000e+02,2.310000000000000000e+02,2.320000000000000000e+02,2.460000000000000000e+02,8.709411700983684668e-01
1.900000000000000000e+02,2.030000000000000000e+02,2.310000000000000000e+02,2.460000000000000000e+02,7.284867603604794351e-01
1.900000000000000000e+02,2.320000000000000000e+02,2.330000000000000000e+02,2.460000000000000000e+02,9.851010225226771722e-01
2.050000000000000000e+02,2.330000000000000000e+02,2.460000000000000000e+02,2.470000000000000000e+02,9.729676874317996216e-01
1.900000000000000000e+02,1.910000000000000000e+02,2.050000000000000000e+02,2.330000000000000000e+02,9.999682912179395089e-01
1.900000000000000000e+02,2.040000000000000000e+02,2.050000000000000000e+02,2.460000000000000000e+02,9.556754326535007449e-01
1.900000000000000000e+02,2.050000000000000000e+02,2.330000000000000000e+02,2.460000000000000000e+02,9.977688616895175056e-01
1.910000000000000000e+02,1.920000000000000000e+02,2.050000000000000000e+02,2.330000000000000000e+02,9.390654552431815238e-01
1.920000000000000000e+02,2.050000000000000000e+02,2.060000000000000000e+02,2.480000000000000000e+02,7.184375627832372269e-01
2.050000000000000000e+02,2.330000000000000000e+02,2.470000000000000000e+02,2.480000000000000000e+02,8.355533990946925060e-01
1.920000000000000000e+02,2.330000000000000000e+02,2.340000000000000000e+02,2.480000000000000000e+02,6.372585864172783943e-01
1.920000000000000000e+02,2.050000000000000000e+02,2.330000000000000000e+02,2.480000000000000000e+02,8.016640158873165056e-01
1.920000000000000000e+02,2.340000000000000000e+02,2.350000000000000000e+02,2.480000000000000000e+02,3.258622569616305698e-01
2.070000000000000000e+02,2.350000000000000000e+02,2.480000000000000000e+02,2.490000000000000000e+02,-8.092117346467726791e-02
1.920000000000000000e+02,1.930000000000000000e+02,2.070000000000000000e+02,2.350000000000000000e+02,1.228540376711283882e-01
1.920000000000000000e+02,2.060000000000000000e+02,2.070000000000000000e+02,2.480000000000000000e+02,4.242388535747292355e-01
1.920000000000000000e+02,2.070000000000000000e+02,2.350000000000000000e+02,2.480000000000000000e+02,2.059193154165022133e-01
1.930000000000000000e+02,1.940000000000000000e+02,2.070000000000000000e+02,2.350000000000000000e+02,-2.453336741629554285e-01
1.940000000000000000e+02,2.070000000000000000e+02,2.080000000000000000e+02,2.500000000000000000e+02,-6.200326708974893686e-01
2.070000000000000000e+02,2.350000000000000000e+02,2.490000000000000000e+02,2.500000000000000000e+02,-4.298854234667243701e-01
1.940000000000000000e+02,2.350000000000000000e+02,2.360000000000000000e+02,2.500000000000000000e+02,-6.914184151439567438e-01
1.940000000000000000e+02,2.070000000000000000e+02,2.350000000000000000e+02,2.500000000000000000e+02,-5.030345085764168500e-01
1.940000000000000000e+02,2.360000000000000000e+02,2.370000000000000000e+02,2.500000000000000000e+02,-9.059554301394192599e-01
2.090000000000000000e+02,2.370000000000000000e+02,2.500000000000000000e+02,2.510000000000000000e+02,-9.997782810800752706e-01
1.940000000000000000e+02,1.950000000000000000e+02,2.090000000000000000e+02,2.370000000000000000e+02,-9.805746469393228359e-01
1.940000000000000000e+02,2.080000000000000000e+02,2.090000000000000000e+02,2.500000000000000000e+02,-8.635729709804002008e-01
1.940000000000000000e+02,2.090000000000000000e+02,2.370000000000000000e+02,2.500000000000000000e+02,-9.554012672764375935e-01
2.100000000000000000e+02,2.520000000000000000e+02,2.530000000000000000e+02,2.660000000000000000e+02,-9.946278131333479156e-01
2.250000000000000000e+02,2.530000000000000000e+02,2.660000000000000000e+02,2.670000000000000000e+02,-9.993951409637855665e-01
2.100000000000000000e+02,2.110000000000000000e+02,2.250000000000000000e+02,2.530000000000000000e+02,-8.938050343118084662e-01
2.100000000000000000e+02,2.240000000000000000e+02,2.250000000000000000e+02,2.660000000000000000e+02,-8.938050343118084662e-01
2.100000000000000000e+02,2.250000000000000000e+02,2.530000000000000000e+02,2.660000000000000000e+02,-9.621056353307761988e-01
2.110000000000000000e+02,2.120000000000000000e+02,2.250000000000000000e+02,2.530000000000000000e+02,-9.247750151321648682e-01
2.120000000000000000e+02,2.250000000000000000e+02,2.260000000000000000e+02,2.680000000000000000e+02,-9.702034098656732164e-01
2.250000000000000000e+02,2.530000000000000000e+02,2.670000000000000000e+02,2.680000000000000000e+02,-9.994510786023323989e-01
2.120000000000000000e+02,2.530000000000000000e+02,2.540000000000000000e+02,2.680000000000000000e+02,-9.949946980158765886e-01
2.120000000000000000e+02,2.250000000000000000e+02,2.530000000000000000e+02,2.680000000000000000e+02,-9.910113990982624133e-01
2.120000000000000000e+02,2.540000000000000000e+02,2.550000000000000000e+02,2.680000000000000000e+02,-9.733706097046227468e-01
2.270000000000000000e+02,2.550000000000000000e+02,2.680000000000000000e+02,2.690000000000000000e+02,-9.123493655246016631e-01
2.120000000000000000e+02,2.130000000000000000e+02,2.270000000000000000e+02,2.550000000000000000e+02,-9.994510786023323989e-01
2.120000000000000000e+02,2.260000000000000000e+02,2.270000000000000000e+02,2.680000000000000000e+02,-9.946278131333480266e-01
2.120000000000000000e+02,2.270000000000000000e+02,2.550000000000000000e+02,2.680000000000000000e+02,-9.905818589309093314e-01
2.130000000000000000e+02,2.140000000000000000e+02,2.270000000000000000e+02,2.550000000000000000e+02,-9.733706097046227468e-01
2.140000000000000000e+02,2.270000000000000000e+02,2.280000000000000000e+02,2.700000000000000000e+02,-8.852507661210228251e-01
2.270000000000000000e+02,2.550000000000000000e+02,2.690000000000000000e+02,2.700000000000000000e+02,-8.222145745451875376e-01
2.140000000000000000e+02,2.550000000000000000e+02,2.560000000000000000e+02,2.700000000000000000e+02,-7.087555782404154625e-01
2.140000000000000000e+02,2.270000000000000000e+02,2.550000000000000000e+02,2.700000000000000000e+02,-8.686676984299137594e-01
2.140000000000000000e+02,2.560000000000000000e+02,2.570000000000000000e+02,2.700000000000000000e+02,-5.308049629801357971e-01
2.290000000000000000e+02,2.570000000000000000e+02,2.700000000000000000e+02,2.710000000000000000e+02,-2.826153962601197778e-01
2.140000000000000000e+02,2.150000000000000000e+02,2.290000000000000000e+02,2.570000000000000000e+02,-5.775581895979642333e-01
2.140000000000000000e+02,2.280000000000000000e+02,2.290000000000000000e+02,2.700000000000000000e+02,-7.488163766631502627e-01
2.140000000000000000e+02,2.290000000000000000e+02,2.570000000000000000e+02,2.700000000000000000e+02,-5.514175911504297645e-01
2.150000000000000000e+02,2.160000000000000000e+02,2.290000000000000000e+02,2.570000000000000000e+02,-3.336022225661230967e-01
2.160000000000000000e+02,2.290000000000000000e+02,2.300000000000000000e+02,2.720000000000000000e+02,-2.538744039565565130e-02
2.290000000000000000e+02,2.570000000000000000e+02,2.710000000000000000e+02,2.720000000000000000e+02,-2.538744039565565130e-02
2.160000000000000000e+02,2.570000000000000000e+02,2.580000000000000000e+02,2.720000000000000000e+02,2.233702608669848322e-01
2.160000000000000000e+02,2.290000000000000000e+02,2.570000000000000000e+02,2.720000000000000000e+02,-4.778419671099893434e-02
2.160000000000000000e+02,2.580000000000000000e+02,2.590000000000000000e+02,2.720000000000000000e+02,4.915536120587502555e-01
2.310000000000000000e+02,2.590000000000000000e+02,2.720000000000000000e+02,2.730000000000000000e+02,7.418354865546961108e-01
2.160000000000000000e+02,2.170000000000000000e+02,2.310000000000000000e+02,2.590000000000000000e+02,5.318554870398144452e-01
2.160000000000000000e+02,2.300000000000000000e+02,2.310000000000000000e+02,2.720000000000000000e+02,2.708281386455921314e-01
2.160000000000000000e+02,2.310000000000000000e+02,2.590000000000000000e+02,2.720000000000000000e+02,5.143963138667936308e-01
2.170000000000000000e+02,2.180000000000000000e+02,2.310000000000000000e+02,2.590000000000000000e+02,7.711290328295566932e-01
2.180000000000000000e+02,2.310000000000000000e+02,2.320000000000000000e+02,2.740000000000000000e+02,9.423117516007163408e-01
2.310000000000000000e+02,2.590000000000000000e+02,2.730000000000000000e+02,2.740000000000000000e+02,9.102107031892536781e-01
2.180000000000000000e+02,2.590000000000000000e+02,2.600000000000000000e+02,2.740000000000000000e+02,9.913941282429391544e-01
2.180000000000000000e+02,2.310000000000000000e+02,2.590000000000000000e+02,2.740000000000000000e+02,9.199641793997948014e-01
